Total_votes,hate_speech,offensive_language,neither,class,comments
3,0,3,0,1,bro_hen eaglesnation every eagle need see pic posted bitch said racist shit
3,1,2,0,1,bvsedchink yo fuck skateboarding yall wood pushing faggot man ball life amjemiebenn
3,0,1,2,2,babyanimalpics baby monkey bathtime soooo adorable
3,0,3,0,1,baylaagottabody aint shit damn skippy lol
3,1,2,0,1,beeasyjrizzy u ever kill ant sidewalk think damn nigga way get pussyno b must b gtchance
3,0,3,0,1,beenbasedb _kudabrazyy ring mvp bitch lol
3,1,2,0,1,beenflynsolo ppl talk bad ghettohood kid growing nigga funnnnnnn
9,0,7,2,1,bestproadvice fact tattoostattoo he pussy tattooing nipple
3,0,3,0,1,bill_ rt nel_ayden bitch wanting act like nigga bad shit aint cuteeeee nigga act like bitch
3,0,3,0,1,bitchjones get worshiping bitch woof woof
3,1,2,0,1,blackchiquitita wow rt thatmanpalmer im lost buttcheek piercings yeah shes hoe
3,0,3,0,1,blacknerdjade ok si shed rather broke bitch shrug shell tell work
3,2,1,0,0,blackmantide whalelookyhere howdydowdy queer gaywad
3,0,3,0,1,brokenpiecesmsc itsnotadam faggot read tweet dat k wasnt even funny lol
3,0,3,0,1,brosconfessions bitch ungrateful fr lulwhore
3,0,3,0,1,cashandboobies kidnapped yo bitch
3,3,0,0,0,cb_baby white_thunduh alsarabsss he beaner smh tell he mexican
3,1,2,0,1,ccobey aydanmccoy happy birthday nigs thanks yo
6,1,5,0,1,chlldhoodruiner ur teacher tell u u homework bitch need go
3,1,2,0,1,caelang edham caelang nigga eating hoe lol hell yea lol john paul nigga said john paul
3,0,3,0,1,canifuckornah would yall lil ugly bald headed bitch stop making makeup amp weave
3,1,2,0,1,carelessone leaf better win damn game go riot shit earlychristmas better start looting nig
3,0,3,0,1,causewereguys going back school suck dick hoe attend
3,0,3,0,1,causewereguys way fuck yo bitch year old
3,0,3,0,1,celeynichole white_thunduh come never bring food dont car retard
3,0,3,0,1,chadmfverbeck richnow doesnt show hella tinder hoe im friend anymore chill brought like like prople
3,1,2,0,1,chandlerparsons bout cowboy shutup pussy
3,0,3,0,1,clicquotsuave lmaooooooooooo nigga krillz_nuh_care ltbitch want like depressing shitfoh
3,0,3,0,1,coley_cee lil_aerii girl know spitting g shit amp going lbvsbitch plz
3,0,3,0,1,coley_cee let make couple tweet cuzzo page wont get twitter jaillmao bitch dont trick
3,0,2,1,1,comedyposts harlem shake excuse go full retard second
3,0,3,0,1,comedytruth amen miley dont need act like hoe bc shes emotionally damaged foh
3,0,3,0,1,corybandz one loyal female wayyyyy better hoe idc
3,0,3,0,1,crhedrys pussy licking pussy meow meow stopwhitepeople
3,0,3,0,1,dbab_holloway check th man cowboysnation even faggot ny fan stand
3,0,3,0,1,dgotbricks happen vixen ent bitch got ran threw side like foothill bitch
3,0,3,0,1,daedavidavie white_thunduh im bitch okay nude pat wow
3,3,0,0,0,devilgrimz vigxrarts youre fucking gay blacklisted hoe holding tehgodclan anyway
3,0,3,0,1,diamondloudkush fuck wrong bitch nobody know
3,0,3,0,1,dietrich yall shut upp make bitch
3,1,2,0,1,dionairish hate im pregnant type bitch
3,0,3,0,1,doyou_q got bitch dm dont ever readem top
3,0,0,3,2,domworldpeace baseball season win yankee love started
3,0,3,0,1,dommoneek little stupid bitch dont fuck yoooooouuuu
3,0,3,0,1,dreadheadari really asked dead as serious tho could say bitch wheet lol
3,0,0,3,2,dunderbail im early bird im night owl im wise worm
3,0,1,2,2,edgarpixar overdosing heavy drug doesnt sound bad tonight pussy shit every day
3,0,0,3,2,el_grillo pit bull photographed lovely fairy tale creature fairy tale creature
3,0,3,0,1,ferocious_ghost stname_bravo aw fag dont tweet aw lol
3,0,0,3,2,flokid long lakers trash could careless thats real cc benballer hahaha
3,0,3,0,1,frosstyy_ hrheyd didnt say anything tho kiss faggot
3,0,0,3,2,funnypicsdepot play soccer cheat girl wear khaki coloured cargo haircut yup
3,0,3,0,1,gstatus could go fat as bitch lap
3,0,3,0,1,gedmelle missed call da yo po bitch twitter finna screamn freemoneymelle
6,0,6,0,1,gtm_al ya side bitch got ta know rule shitanybody ask cousin jersey thinkin bout moving lmmfao
3,0,3,0,1,gagatom malefoot amo los pie fuck yeah
3,0,3,0,1,girlthatsvonte hoe thinking meat wont slap as ainna bruh
3,0,3,0,1,girlthatsvonte yall bitch wit edge talking
3,0,3,0,1,girlthatsvonte yall still going trick treating year nahhell yeah ima da sweet tooth bandit steal bitch bag n shit
3,0,3,0,1,girllssues wan na sex mom fuck right pussy came damn got hacked like fuck
6,0,6,0,1,gizzy_jones kiss u eye open watch bitchlmfao
3,0,3,0,1,goofstroop woulda coulda shoulda as hoe
3,0,3,0,1,gotti_ltf happy bday bitch as nigga jetsandaswisherpreciate bitch roll
3,0,3,0,1,hbmostdope jayee pipinhoes used send bitch
6,0,6,0,1,hbmostdope ugly bitch like im wcw duh bitch aint nobody elses
3,1,2,0,1,halotgmg stname_bravo nigga know hacky sack hoe nah throw look pass lmao
3,1,2,0,1,heartlessfuck glad im getting outta atlanta nothing bunch nigga amp outta jail amp dumb bitch mad kid fuckin em
3,0,1,2,2,hermosaalma isnt ghettoits smart im idc
3,0,2,1,1,hiimjorib would wife hoe cuz wouldnt care cheating force relationship first place
3,0,3,0,1,hornyfacts single isnt excuse hoe theonemiss_luu
3,1,2,0,1,hoskinsty white boy power bitch black power bitch
3,0,3,0,1,hudgens_ let get drunk get blowed spit shit spark blunts amp fuck hoe bro white dude chill
3,0,3,0,1,iscoutgirls verbally_abrupt bitch u around world back
3,0,3,0,1,itsyahboiray anelylove dont get dick sucked yo party bad bitch im fr gone set anelylove
3,0,2,1,1,itsyesie oomf soooo cute probably hoe lot
3,0,3,0,1,jayten every cartoon alway _nuffsaid saving hoe lmao lmao damn captain saveahoe
3,0,1,2,2,jreebo want get nose bad bois scally chav sockfetish stinking hot sox leg
3,0,3,0,1,jamesynba wish bitch like brother keezy ooooow bet
6,0,6,0,1,jasminepore dressed cat halloween basic pussy
4,0,4,0,1,jewelxo pornhub get gaming stream feature dumb bitch gtfo pornhub get katielt
3,0,3,0,1,joebudden stop scared choke sex u bitch as nigga shell like say guy hit woman bed foh
3,0,3,0,1,johnnyperez white_thunduh ha well iguess make hoe loyal bro theyll never loyal hoe nig
6,0,6,0,1,kazatta takehov oh man molly ho fuck ya seed fixed
3,0,3,0,1,kelsiebelsi youre man refer every girl bitch
3,0,3,0,1,keyshawnswag lmfao cat started beating shit nigga finally got pussy nigga
3,0,1,2,2,keyshawnswag peel peel bring back rewind back im move shaq line ooooow tf said trash
3,0,2,1,1,kingcuh stanley io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
3,0,3,0,1,kinghendo vondreaam naw old tape new cover upcoming mixtape kingofthehill yeah im waiting hoe mayne
3,0,3,0,1,kingteej_ ol dirty foot as bitch funny
3,0,3,0,1,king_shawn_ white_thunduh thats get yellow flag amazing hell yeah niggy
3,0,3,0,1,kissmysmilee dont got time bitch actin iffy
3,0,0,3,2,knightfanneal ucfpinkparty come stay alive knight nation still early bird special comeatmeut
3,0,2,1,1,kyranadiya_ hoe aint loyal aint smfh amp wonder nobody decent want
3,0,3,0,1,lcistj bruh stud keep thinking im soft hell ask ya girl many time screamed bitch oh okay stfu bye hoe
3,0,3,0,1,lodycash dry pussy bitch always blame condom
3,0,3,0,1,lunaraps shut yo bitch as
3,0,3,0,1,laflaregodjosh gucci mane jail dropping mixtapes every month hoe cant even text back
3,0,3,0,1,latrobemark love hoe money wats wrong nigga
6,0,6,0,1,lebronvuitton loyal bitch burbs without daddy issue like finding holographic mewtwo sounding like lol
3,0,3,0,1,lilfridayhoe easy cum easy hoe thats fact
3,0,3,0,1,lifeasbros charlie sheen real major fucking respect charlie sheen
3,0,3,0,1,lightskingawdd wish bae got hoe tho
3,0,3,0,1,lil_mike_ fuck twerking bitch cook
3,0,3,0,1,linniekravitz wesgodlaflare bitch wtf
3,1,2,0,1,lipe_the_great hrheyd lipe_the_great shut zoe fight pussy zoe im good man good maam move along
3,0,3,0,1,lolaaisdope lmao fucking snake bitch em
3,0,3,0,1,loveable_aizah big booty hoe everywhere sheesh damn
3,0,0,3,2,mlbnetwork stay tuned mlbnetwork update report yankee b teixeiramark week dliming bum
3,0,0,3,2,m_rad dezdlt play soccer cheat girl wear khaki coloured cargo haircut yes lmfaosoccerboy_
3,0,3,0,1,madflyentist oregon choke every year get field trash as program rft
3,0,3,0,1,mannydiesel def cowboy lol rt artoffloyd terrell owen best eagle amp cowboy ever dude cried like bitch tv romo
3,3,0,0,0,markroundtreejr lmfaoooo hate black people there black people nigger
3,0,3,0,1,master_ tolife_ gabrielastarr could u bitch potent
3,0,1,2,2,maxmayo pissed lad past would lick dirty sol slept
3,0,1,2,2,maxmayo love frat boy w soft long sol
3,0,1,2,2,maxmayo sexy lad hot sol arch
3,0,3,0,1,megamindnick white_thunduh nah fam got ta cheat hoe depends female feel
3,0,0,3,2,mesha_nojas _vontethekidd got hick lol
3,1,2,0,1,migsmichelen new twitter confusing shit go back south america bitch
3,0,3,0,1,miikito_x toto mean as vaginai think pussy cause toto santi like nasty pussy
3,0,3,0,1,mikelahenry actually choose ugly bitch as must fat
3,0,3,0,1,mileycyrus bitch couldnt kill vibe ya tried dis love miley
3,0,3,0,1,montrell_ im tired bitch saying look mean nigga big af wear tight shirt grim everybody
6,0,0,6,2,motherjones bird grandkids may never see thanks climate change climate
3,0,3,0,1,mvckfadden stay beautiful bitch
3,0,3,0,1,nickiminaj wutkinda r purple ceeeleeeman gurl jus playin stupid hoe track still shitted sum gurls
3,0,3,0,1,nastycopper money getting taller bitch getting blurry
3,1,2,0,1,newsomejade aint never seen bitch obsessed nigga im obsessed mine
3,0,2,1,1,nicholas_ted kobe stay talking trash let forget j_austin meant one smh
3,2,1,0,0,nochillpaz least im nigger lmfao
3,0,3,0,1,no_fakingg people always asking im mixed bad asian bitch lol
3,2,1,0,0,notoriousbm _whiteponyjr_ ariza snake coward least isnt cripple like hero roach lmaoo
3,0,1,2,2,osay_it_aint_so ignorealllaws foster home imaginary trash whoa chill show everything tf
6,0,5,1,1,officialreplay lowkey tired tired quiet go sleep hoe
3,0,3,0,1,prayingforhead macklemroe stop bringing weird nigger mention prayingforhead
3,0,3,0,1,prettyboss_brat dont love hoe
3,0,3,0,1,patrickquelo yo girl cant homeboy ol weak bitch as nigga
3,0,3,0,1,patsfanjoe d_palomino think worst advice gave dont pussy speed lol
3,0,3,0,1,poemsporn quote tweet favorite animalpussy
3,0,3,0,1,poetic_success hate stripper tell theyre dancer hoe ballet dancer dont pop pussy beethoven stripper
3,0,3,0,1,poffalicious andrewbryant poff double vision beer poff double pussy smh
3,0,3,0,1,poobie_ bitch twerk computer ya ya damn
3,0,3,0,1,prodsjewel_ sreadthepeace yungmindless peacepunkprince prince art nobody takin bitch
3,0,1,2,2,quant welfaregovernment aid claimed white people yall black slander trash
3,0,3,0,1,quant bitch dont care play role
6,0,6,0,1,queen_kaaat took find hiding lime tree iemonaids dis bitch da wrong tree bro
6,3,2,1,0,rtnba drake new shoe released nikejordan yes there glitter shoe dude fag
3,0,1,2,2,rachiesoul dizzleofficial inna di ghetto alone lmaoo
3,0,1,2,2,ramboutit master_ tolife_ ramboutit hoe austin teach u austini teach u get curved thats know
3,1,2,0,1,reachtheeclimax bitch cant cook know suck dick one
3,0,3,0,1,renegademo fat hoe get chose lol
3,0,3,0,1,riahsm hoesaintloyal well theyre hoesno one expects loyal
3,0,3,0,1,rishaawilliams treshon_scrooge _nevertrustt ol bitch as
3,1,2,0,1,rnadjorell bruh im tired nigga retweetin miley cyrus naked bitch aint type bad lmaooo
3,0,3,0,1,sactownprodigy tony romo mavs game dont mean still bitch lmao fuk cowgirl lol bitch fuck
3,0,3,0,1,samjlayman holy shit freddie highmore charlie chocolate factory roll floor laughing
3,1,2,0,1,samirahusic_ dont want sex gf feel like im using anonymous whata faggot
3,0,3,0,1,sexualgxfs one follower somebody bitch dont
3,0,3,0,1,shaa_jenkins ya bitch always bitching clearly care annoying bitch
3,0,3,0,1,shantaughther catfish hoe thinkin slick nigga catching
3,0,3,0,1,shewenttojordan cant worry bitch aint worried bout real
3,0,3,0,1,showarrive side hoe insecure nigga cant handle real one
3,0,3,0,1,shun_stokes rt bluprint_ lmao bitch come scooting tent like fuck shit
3,0,3,0,1,shun_stokes cousin said share hoe brother said sharing caring love brother
3,0,3,0,1,slimgirl_probz im hungry ionn wan na spend money foodbroke hoe problem
6,0,6,0,1,smeegbaby dese hoe lyin u nigga
3,0,3,0,1,snakecharmsdump oh yeah fuck bitch
3,0,1,2,2,sportscenter eli manning threw nflleading th interception season lmao trash
3,0,1,2,2,sportscenter usc senior rb anthony brown call head coach steve sarkisian racist quits team he bitch
3,0,3,0,1,stellatex guess also zero time mansplaining adios stfu pussy
3,0,1,2,2,stephenwildboy chilling sexy scally lad
3,0,3,0,1,strap__ aint sharing bitch mine mine
3,0,3,0,1,sukmysweetness money impress simple broke bitch
3,0,2,1,1,sylvieamx pisces never anybodys bitch dont let people control change rigghhht
3,0,1,2,2,tee_jonez stanley kingcuh tuku ho idk blah blah blah
3,0,1,2,2,tee_jonez kingcuh stanley im mad cuh hahaha suure tuku ho ita
3,0,3,0,1,tayknosbest hoe crazy
3,0,3,0,1,taylorr_babee aint ever gon na slice bitch kevin hart
3,0,3,0,1,thatniggatroy oomf fuckin fine tho dam dont bitch
3,1,2,0,1,thegamerkingkev wonder girl gave head boy drink magaluf twitter probly sends nude fag
3,0,3,0,1,thenewsat newsatquestions yeah bitch yeah bitch call _______ maybe b steveo c later jesse pinkman machinegunkelly
3,0,3,0,1,thenymphotweets hickies thigh right pussy gtgtgt right
3,0,3,0,1,theonemiss_luu would still love im longer young beautiful ugly monkey as
3,1,2,0,1,therealrickyb jetsandaswisher gook____ yall come frontbitch aint coming
3,1,2,0,1,therealrickyb jetsandaswisher faggot bitch
3,0,3,0,1,the_realist_sam madrid_ yea im ipad dont work friday let ball faggot tropicalblanketi work
3,0,1,2,2,theo scally lad would get
3,2,1,0,0,theomaxximus gerryshalloweenparty halloween yesterday stupid nigger
3,0,2,1,1,theomaxximus chrus still supahot tho walk teacher test drop test bitch fohead
3,0,3,0,1,thornton kantkeepahbytch love eating pussy lol never get full lol eat shit forever lol ever
3,0,3,0,1,tmacc_gfg voiceofdstreetz tmacc_gfg tizzimarie slush hoe nasty anyway famthem hoe taste like med
3,0,2,1,1,tmacc_gfg tizzimarie slush hoe nasty anyway fam
3,1,2,0,1,tmacc_gfg bobby bitchby bobbyshmurdags getting live fuck hell yea play hoe workout
3,0,3,0,1,trelekidd yo bitch gucci mane rt jabarithegreat bitch stoner
3,0,3,0,1,tweetgamelazy ride bitch handle bar
3,0,3,0,1,tyjoncuffee aint hoe get traphoussseeeee
3,0,0,3,2,uberfacts sad tv character death still bitter stark man
3,0,3,0,1,unholy_jack harbor bitch party bus hoe lol
3,0,3,0,1,vbomb woodchuck pussy love
3,0,3,0,1,veronikahumbert ultraviolence video coming little bitch mtvhottest lana del rey bitchy promo
3,0,3,0,1,vineforthebyrd way fuck bitch lmfao kittycopter
3,0,0,3,2,wbur smuggler explains helped fighter along jihadi highway
3,0,3,0,1,wbeezy_ quathegreat aww avis look cute together got ta get ike avi bitch
3,0,3,0,1,wbeezy_ run_drc simple dont hoedont worry exposed fight mewhy
3,0,3,0,1,wannabekanye why bitch boosting size isnt exactly healthy tho
3,0,3,0,1,withaprettyface _nonlykeisha bet bitch kim bye
3,0,3,0,1,x_xpdotjdot damn near got ta protect tweet stalker annoying got dope dick drive bitch loco
3,0,3,0,1,xojennygirl im making marack girlfriend marackaf aye b pullin hoe like taught
3,1,2,0,1,xoxo__angiee bruno fag boy love
3,0,3,0,1,yehits_von run_drc must bitch sike naw always beefing
3,0,0,3,2,yankee yankee look rally bottom th rallycap
3,0,3,0,1,youngricooo wexicanafro dont take advantage nice person hoe everyjuan
3,1,2,0,1,youngricooo happy birthday bitch nigga wexicanafro thanks pal
3,0,3,0,1,youngricooo sad knowing hoe wont fuck bc aint got stack wait till friday
3,0,3,0,1,yungmigo shane_a cinco shit harder fucc niggayee fucc wit rich homie cuz dat ya homeboy fucc nicca
3,0,3,0,1,zoebarton hrheyd ewww said last sundayas last sunday read nigs
4,1,3,0,1,_bada_bing punch real nigga face cause pussy nigga gon na punch right back strong mush shake
3,0,3,0,1,_beedontcare pussy still fresh lt something stank girl say
4,0,4,0,1,_geewillikers_ as slapping one greatest thing haha slapped girl as got mad aint get pussy week
3,0,3,0,1,_tommycollins wearerichnow buffalobills yeah texan much better fucking retard see youre mad
3,1,2,0,1,__malibubarbie nd wtf dark bitch blonde please several seat hoe looking like blackampmilds
4,0,4,0,1,__sugga there lane bitch need stay left n get right fuck outta face
3,0,3,0,1,__sneakyb hate boy deny bitch smh
3,1,2,0,1,__taradise__ ya nigs still saying yall dont eat butt straight face
3,0,3,0,1,__yourewelcome im bos as bitch need sit corner
3,0,3,0,1,_iwantfranny he hoe cant
3,0,3,0,1,_prettyflvck paul thinkin bout gettin rental da weekend oooh shit bitch betta stay da street
6,0,6,0,1,_rapdreams bitch hold nigga get locked nigga go college military different story
3,1,2,0,1,_simplycaitlin friend hate ratchet hoe
3,1,2,0,1,adriwadrri love fuck nigga hoe
3,0,3,0,1,airmaxlad hot meat sexy fuck scally lad would love meet trainer
3,0,3,0,1,airmaxlad sniff perved scally lad fuck yeah
3,0,3,0,1,alejandra_p bitch love sosa
4,0,3,1,1,alexissixela__ white_thunduh legit watched second wtf prob cause retarded smh
3,0,3,0,1,allisonnamaya_ name cat idea mr pussy
3,0,2,1,1,altosteel woof woof sexy thug boy scally
3,0,3,0,1,ambitiousbree _nonlykeisha u see damn phone ringing married bitch make demand havent called
3,0,3,0,1,analicialouise tevin favorite sophomore think he funny he really lmaoo he little hoe
3,0,3,0,1,angelenagoley sex position u call fucking soul outta bitch
3,2,1,0,0,ashlingwilde itsnotadam bored supposed cute faggot sometimes
3,0,0,3,2,ayyee_ceee_ one man trash another man treasure
3,0,3,0,1,babineaux_ dont got type bad bitch thing like iongotnotype
3,2,1,0,0,bigbootybishopp white_thunduh lassen cc coach want feel youll get nig doubt
3,0,3,0,1,bleedingtrap god teeth gold chain white bitch cocaine
3,1,2,0,1,cheetahbluntz_ hoe hoe shhhhh
3,0,3,0,1,chieflottahoes dc call roller chiraq call thots across america known hoe
3,0,3,0,1,clayton_jenn im gon na miss bitch bus driverno wont dont lie
3,0,3,0,1,coltfortygone hate bitch try put friendzone bitch im tryin score put endzone soul
3,0,1,2,2,complex_uk ashley young tried deny bird landed mouth gt hahaha
3,0,3,0,1,datfullerkid trevaughnlg yall gimped aint tht bitch huh lol
3,0,1,2,2,deepthroatmike boys_south take ride woof woof
3,1,2,0,1,demi_eggleton oh god love victoria mitchell bitch love
3,0,3,0,1,djsliime long distance shit wack knew bitch cheating uh oh
3,0,3,0,1,fiirting he right bitch smh
3,0,3,0,1,fatboyswagg ban dat pussy life amp got ta pay millon dollar fine
3,1,2,0,1,fuckcamoclark rose red violet blue nigger black know thats true dylan
3,0,0,3,2,grillaze sitting window sill window open bird try fly smacked protecttheanimals peta
3,0,3,0,1,glowstruck nigga gon nigga nigga sound fuckin retarded
3,0,0,3,2,greggutfeld video entire medium likely mock crybaby
3,0,3,0,1,gurl_im_angie itskiaraaaa westyourmajesty im even shy stfu kikis mom hi angelique angelique smile dip cracker soup
3,0,3,0,1,haitian__gold tim tebow got cut every team nfl already got hoe starkville smh
3,0,3,0,1,hazelebaby karma bitch damn godprotectshisangels sip tea
3,0,3,0,1,hornyjhb fuckin hot gym pussy fuck yeah
3,0,0,3,2,hxhassan jihadi patron hajjaj alajmi arrested kuwait airport
3,0,2,1,1,iampickuplines call fireman cause turn hoe
3,0,3,0,1,icrawley could never bby lil dick thts got abortion last bitch oh god
3,0,3,0,1,idntwearcondoms watch woman try argue like dick actually fucked pussy hate bitch
3,0,3,0,1,ilgdaily smoke weed public fuck cop man wan na dont run come retarded
3,0,0,3,2,itrapwatermelon tweety bird tho
3,0,3,0,1,irlfatty pussy sweet like watermelon thotermelon
3,0,1,2,2,itscoleharmon_ twitter rapper dm trash link
3,0,3,0,1,jsadass loud bitch annoy
4,0,4,0,1,jacaxeltlu eventually every bitch turn hoe truuu
3,0,3,0,1,jaimescudi_ tonybthrz_ jaimescudi_ swear oomf try talking tomorrow barackobama pussy
3,0,3,0,1,jama_jam bitch pretending tf crazy aint never lied
4,0,3,1,1,jasmyncyniquee white_thunduh k bye hoe um bye
3,2,1,0,0,jayswaggkillah jackies retard blondeproblems least make grilled cheese
3,1,2,0,1,jboii ima keep giving pussy as nigga ah reason hate
3,0,0,3,2,jethromass photo sole heaven
3,2,1,0,0,jgabsss stacey dash baddest bitch evaaaa
3,0,3,0,1,juicyyyjayyyy side bitch sunday
3,0,3,0,1,k_eazy fact baldheaded bitch made shit lmao
3,0,3,0,1,kayreneeee_ fuck wit u tweakin hoe shmurda
3,0,0,3,2,kazooook actin like th day wesgodlaflare spook
3,0,3,0,1,kikistfu ill break lil bitch neck wont even feel sorry savage
3,0,3,0,1,leikant fucking hot scally sneakersex sockfetish sniff trainersex love kinky scallies
3,1,2,0,1,likemicah yall dumb as nigga pressed hoe yall weak fuck fuck weed hoe oreo
3,0,3,0,1,lildurk_ turn yo bitch eaterrrrrrrrr
3,0,3,0,1,lildurk_ dont trust dese hoe nikki told st stay fan screen shot asap finna come chiraq shoot sumn
3,0,3,0,1,marackaf white_thunduh aye yall ima tryout bowling team frfr tryout passed tho there two retard
3,0,3,0,1,maybe u got u want bitch enjoy crazy party would love attend
3,0,0,3,2,metroadlib colored contact eye blinder mine cause cant see lmao
3,0,3,0,1,michelle_westt fact poonsoaker dude hoe say dont got hoe j_austin
3,0,3,0,1,midywidey_ im rea start smacking bitch period bluffin best
3,0,3,0,1,molssyo life bitch die thats get high cause neva know youre gon na go sister perfect
3,0,3,0,1,molssyo one u drug youre still wrong currieburry hahahahahahah im bitch sometimes
3,1,2,0,1,morgandaylee im feeling pretty fuckin ghetto smh
3,0,0,3,2,nohands_ tolife_ nohands_ dejaaleeann_ b_coleman swears im man easily easily behind austin nip
3,0,3,0,1,obey_jrock__ true ride die bitch fuck hahahahah
4,0,0,4,2,oldpicsarchive hgwells charlie chaplin history photography
3,0,3,0,1,ortiz_jaylene see bruno bitch as twitter wtf bruno see drake voice
3,0,3,0,1,ozzie_garza white_thunduh im cool faggot chill tf cool nigga
3,0,3,0,1,ozzie_garza white_thunduh im sure bitch frfr tf
3,0,3,0,1,poppunksucks twitter source news broadcast fucking retard nbc abc cnn fox etc keeping quiet
3,0,3,0,1,queendulaaa got couple bitch saying know ima let money talk im like wwyd
3,0,3,0,1,realfortes grudge weirdosand bitch
3,1,0,2,2,rhythmixx_ told mariam cigarette birthday also called trash rn
3,0,0,3,2,riananewman edham brownie tonight kind
3,0,3,0,1,rollyup text back dont give fuck ill text another bitch damn someone hurt lol
6,1,5,0,1,ronald_iongi ummmmmm okay got hoe left right yah thang
3,0,3,0,1,royalswagg_ using ymxb find slope as
3,0,0,3,2,rugbysocklad fit lad nice gear scally lad n trainer would get
3,0,3,0,1,rugbysocklad hell yeah bro fuck yeah sexy scally lad hot gear
3,0,3,0,1,rugbysocklad helping mate love scally play fuck yeah
3,0,2,1,1,rugbysocklad lad lad fuck yeah love scally lad action hot trainer
3,0,3,0,1,savage_twotone next year bitch gon na like got ta promise wont expose
3,0,3,0,1,scallynikelad sleazytwinks hot rt opcinjen lick bitch fuck yeah eat trainer u dirty fucker
