Total_votes,hate_speech,offensive_language,neither,class,comments
3,1,2,0,1,bvsedchink yo fuck skateboarding all yall some wood pushing faggots man ball is life amjemiebenn
3,0,1,2,2,babyanimalpics baby monkey bathtime a this is soooo adorable
3,0,3,0,1,baylaagottabody i aint shit damn skippy lol
3,1,2,0,1,beeasyjrizzy u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyno bs must b gtchance
3,0,3,0,1,beenbasedb _kudabrazyy rings mvps bitches lol
3,1,2,0,1,beenflynsolo ppl talk bad about the ghettohood but as a kid growing up a nigga had funnnnnnn
9,0,7,2,1,bestproadvice the facts on tattoostattoo hes a pussy with not tattooing them nipples
3,0,3,0,1,bill_ rt nel_ayden bitches be wanting to act like niggas so bad that shit aint cuteeeee but niggas act like bitches
3,0,3,0,1,bitchjones get worshiping bitch woof woof
3,1,2,0,1,blackchiquitita wow rt thatmanpalmer im lost are those buttcheek piercings yeah shes a hoe
3,0,3,0,1,blacknerdjade ok sis shed rather be a broke bitch shrugs shell have to tell me how it works for her
3,2,1,0,0,blackmantide whalelookyhere howdydowdy queer gaywad
3,0,3,0,1,brokenpiecesmsc itsnotadam faggot read my tweets after dat k it wasnt even funny lol
3,0,3,0,1,brosconfessions this bitch was so ungrateful fr lulwhore
3,0,3,0,1,cashandboobies i been kidnapped yo bitch
3,3,0,0,0,cb_baby white_thunduh alsarabsss hes a beaner smh you can tell hes a mexican
3,1,2,0,1,ccobey aydanmccoy happy birthday nigs thanks yo
6,1,5,0,1,chlldhoodruiner when ur teacher tells u that u have homework this bitch need to go
3,1,2,0,1,caelang edham caelang that nigga was eating that hoe lol hell yea lol john paul nigga said john paul
3,0,3,0,1,canifuckornah what would yall lil ugly bald headed bitches do if they stop making makeup amp weave
3,1,2,0,1,carelessone leafs better win this damn game so i can go riot and shit earlychristmas you better start looting my nig
3,0,3,0,1,causewereguys going back to school sucks more dick than the hoes who attend it
3,0,3,0,1,causewereguys on my way to fuck yo bitch me as a year old
3,0,3,0,1,celeynichole white_thunduh how come you never bring me food i dont have a car retard
3,0,3,0,1,chadmfverbeck if richnow doesnt show up with hella tinder hoes im not his friend anymore chill i brought like like prople
3,1,2,0,1,chandlerparsons how bout them cowboys shutup pussy
3,0,3,0,1,clicquotsuave lmaooooooooooo this nigga krillz_nuh_care ltbitch want likes for some depressing shitfoh
3,0,3,0,1,coley_cee lil_aerii girl you know i was spitting that g shit to you amp you was going lbvsbitch plz
3,0,3,0,1,coley_cee let me make a couple tweets off cuzzo page so i wont get in twitter jaillmao bitch dont trick me again
3,0,2,1,1,comedyposts harlem shake is just an excuse to go full retard for seconds
3,0,3,0,1,comedytruth amen miley but she dont need to act like a hoe just bc shes emotionally damaged foh
3,0,3,0,1,corybandz having one loyal female is wayyyyy better than having hoes idc
3,0,3,0,1,crhedrys pussy licking pussy meow meow stopwhitepeople
3,0,3,0,1,dbab_holloway check out our th man cowboysnation even with all those faggot ny fans in the stands
3,0,3,0,1,dgotbricks what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
3,0,3,0,1,daedavidavie white_thunduh im the bitch okay nudes pat wow
3,3,0,0,0,devilgrimz vigxrarts youre fucking gay blacklisted hoe holding out for tehgodclan anyway
3,0,3,0,1,diamondloudkush the fuck be wrong with these bitches nobody knows
3,0,3,0,1,dietrich yall shut upp make me bitch
3,1,2,0,1,dionairish i hate a im pregnant type of bitch
3,0,3,0,1,doyou_q got bitches in the dm but i dont ever readem which is y your top
3,0,0,3,2,domworldpeace baseball season for the win yankees this is where the love started
3,0,3,0,1,dommoneek little stupid as bitch i dont fuck with yoooooouuuu
3,0,3,0,1,dreadheadari she really asked me that dead ass serious tho all i could say was bitch wheet lol
3,0,0,3,2,dunderbail im an early bird and im a night owl so im wise and have worms
3,0,1,2,2,edgarpixar overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day
3,0,0,3,2,el_grillo pit bulls photographed as lovely fairy tale creatures they are fairy tale creatures
3,0,3,0,1,ferocious_ghost stname_bravo aw fag dont tweet aw to me lol
3,0,0,3,2,flokid as long as the lakers trash from now on i could careless and thats real cc benballer hahaha
3,0,3,0,1,frosstyy_ hrheyd i didnt say anything tho kiss me then faggot
3,0,0,3,2,funnypicsdepot this the i play soccer cheat on girls and wear khaki coloured cargos haircut yup
3,0,3,0,1,gstatus i could go for a fat ass bitch on my lap same
3,0,3,0,1,gedmelle missed calls das yo po bitch twitter finna be screamn freemoneymelle
6,0,6,0,1,gtm_al ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao
3,0,3,0,1,gagatom malefoot amo los pies fuck yeah
3,0,3,0,1,girlthatsvonte these hoes be thinking meat wont slap they ass ainna bruh
3,0,3,0,1,girlthatsvonte yall bitches wit no edges be doing the most talking
3,0,3,0,1,girlthatsvonte yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit
3,0,3,0,1,girllssues i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck
6,0,6,0,1,gizzy_jones if she kiss u with her eyes open watch that bitchlmfao
3,0,3,0,1,goofstroop you a woulda coulda shoulda ass hoe
3,0,3,0,1,gotti_ltf happy bday bitch ass nigga jetsandaswisherpreciate that bitch roll up
3,0,3,0,1,hbmostdope jayee pipinhoes used to send that bitch up
6,0,6,0,1,hbmostdope ugly bitches be like im my own wcw duh bitch you aint nobody elses
3,1,2,0,1,halotgmg stname_bravo nigga you know we hacky sack hoes nah i throw no look passes lmao
3,1,2,0,1,heartlessfuck glad im getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em
3,0,1,2,2,hermosaalma this isnt ghettoits smart im doing this idc
3,0,2,1,1,hiimjorib i would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place
3,0,3,0,1,hornyfacts being single isnt an excuse to be a hoe theonemiss_luu
3,1,2,0,1,hoskinsty white boy power bitch black power bitch
3,0,3,0,1,hudgens_ lets get drunk get blowed spit shit spark blunts amp fuck hoes bro white dudes have no chill
3,0,3,0,1,iscoutgirls verbally_abrupt bitch where u been around the world and back where you been
3,0,3,0,1,itsyahboiray anelylove if i dont get my dick sucked at yo party by a bad bitch im fr gone set it off by anelylove
3,0,2,1,1,itsyesie oomf is soooo cute but he probably has hoes on him a lot
3,0,3,0,1,jayten in every cartoon theirs alway a _nuffsaid saving these hoes lmao lmao damn captain saveahoe
3,0,1,2,2,jreebo who wants to get there nose in these bad bois then scally chav sockfetish stinking hot sox and legs
3,0,3,0,1,jamesynba i wish i was a bitch like my brother keezy ooooow i bet you do
6,0,6,0,1,jasminepore if you dressed up as a cat for halloween you are basic or a pussy
4,0,4,0,1,jewelxo can pornhub just get a gaming stream feature so these dumb bitches can gtfo pornhub get on it katielt
3,0,3,0,1,joebudden stop being scared to choke her during sex u bitch ass niggas shell like it says the guy who hits women out of bed foh
3,0,3,0,1,johnnyperez white_thunduh ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig
6,0,6,0,1,kazatta takehov oh man its am you off a molly ho where the fuck ya seed at fixed
3,0,3,0,1,kelsiebelsi youre not a man if you refer to every girl as a bitch
3,0,3,0,1,keyshawnswag lmfao this cat started beating the shit out of me my nigga finally got some pussy my nigga
3,0,1,2,2,keyshawnswag peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash
3,0,2,1,1,kingcuh stanleys io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
3,0,3,0,1,kinghendo vondreaam naw its my old tape new cover my upcoming mixtape is kingofthehill yeah im waiting on that hoe mayne
3,0,3,0,1,kingteej_ ol dirty foot ass bitches this was too funny to me
3,0,3,0,1,king_shawn_ white_thunduh thats where i get my yellow flags for being amazing hell yeah niggy
3,0,3,0,1,kissmysmilee dont got time for bitches to be actin iffy
3,0,0,3,2,knightfanneal ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
3,0,2,1,1,kyranadiya_ these hoes aint loyal no they aint smfh amp wonder why nobody decent wants them
3,0,3,0,1,lcistj bruh you studs keep thinking im soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe
3,0,3,0,1,lodycash dry pussy bitches always blame it on the condom
3,0,3,0,1,lunaraps shut yo bitch ass up
3,0,3,0,1,laflaregodjosh gucci mane in jail and dropping mixtapes every month and you hoes cant even text back
3,0,3,0,1,latrobemark you love these hoes more then money wats wrong these niggas
6,0,6,0,1,lebronvuitton a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol
3,0,3,0,1,lilfridayhoe easy cum easy hoe thats a fact
3,0,3,0,1,lifeasbros charlie sheen is too real major fucking respect for charlie sheen
3,0,3,0,1,lightskingawdd wish i had a bae you got all the hoes tho
3,0,3,0,1,lil_mike_ fuck twerking bitch can you cook
3,0,3,0,1,linniekravitz wesgodlaflare bitch wtf
3,1,2,0,1,lipe_the_great hrheyd lipe_the_great shut up zoe fight me pussy for zoe im good man you are good maam move along now
3,0,3,0,1,lolaaisdope lmao fucking snake bitches em
3,0,3,0,1,loveable_aizah big booty hoes everywhere sheesh damn
3,0,0,3,2,mlbnetwork stay tuned to mlbnetwork for an update on the report that yankees b teixeiramark will be out weeks dliming bum
3,0,0,3,2,m_rad dezdlt i play soccer cheat on girls and wear khaki coloured cargos haircut yes lmfaosoccerboy_
3,0,3,0,1,madflyentist oregon chokes every year get off the field trash ass program rft
3,0,3,0,1,mannydiesel def not cowboy lol rt artoffloyd terrell owens was the best eagle amp cowboy ever dude cried like a bitch on tv over romo
3,3,0,0,0,markroundtreejr lmfaoooo i hate black people this is why theres black people and niggers
3,0,3,0,1,master_ tolife_ gabrielastarr how could u do this to me bitch potent
3,0,1,2,2,maxmayo a pissed lad past out i would lick his dirty soles while he slept
3,0,1,2,2,maxmayo love frat boy w soft long soles
3,0,1,2,2,maxmayo sexy lad with hot soles and arches
3,0,3,0,1,megamindnick white_thunduh nah fam i gotta cheat with the hoes depends on the female i feel
3,0,0,3,2,mesha_nojas _vontethekidd i got hicks lol
3,1,2,0,1,migsmichelen this new twitter is confusing the shit out of me go back to south america bitch
3,0,3,0,1,miikito_x toto means ass or vaginai think pussy cause toto santi is like nasty pussy
3,0,3,0,1,mikelahenry but what if he actually does choose the ugly bitch over you her ass must be fat
3,0,3,0,1,mileycyrus bitch couldnt kill my vibe if ya tried dis why i love miley
3,0,3,0,1,montrell_ im tired of bitches saying i look mean nigga you big af wear tight shirts and grim everybody
6,0,0,6,2,motherjones birds your grandkids may never see thanks to climate change climate
3,0,3,0,1,mvckfadden stay beautiful you bitch
3,0,3,0,1,nickiminaj wutkinda r purple ceeeleeeman this gurl was jus playin on the stupid hoe track but in still shitted on sum gurls
3,0,3,0,1,nastycopper money getting taller and bitches getting blurry
3,1,2,0,1,newsomejade i aint never seen a bitch so obsessed with they nigga im obsessed with mine
3,0,2,1,1,nicholas_ted kobe stay talking trash but lets not forget j_austin i meant to do this one smh
3,2,1,0,0,nochillpaz at least im not a nigger lmfao
3,0,3,0,1,no_fakingg people always asking me what im mixed with she a bad asian bitch lol
3,2,1,0,0,notoriousbm _whiteponyjr_ ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo
3,0,1,2,2,osay_it_aint_so ignorealllaws fosters home for imaginary trash whoa chill that show was everything tf
6,0,5,1,1,officialreplay i am lowkey tired if you tired be quiet and go to sleep hoe
3,0,3,0,1,prayingforhead macklemroe stop bringing weird niggers into my mentions prayingforhead
3,0,3,0,1,prettyboss_brat we dont love these hoes
3,0,3,0,1,patrickquelo if yo girl cant have homeboys you a ol weak bitch ass nigga
3,0,3,0,1,patsfanjoe d_palomino i think worst advice i gave you was dont be a pussy and speed up lol
3,0,3,0,1,poemsporn quote this tweet with your favorite animalpussy
3,0,3,0,1,poetic_success i hate when strippers tell you theyre dancers hoe ballet dancers dont pop their pussy to beethoven you a stripper
3,0,3,0,1,poffalicious andrewbryant poff has double vision after beers poff double pussy smh
3,0,3,0,1,poobie_ when bitches twerk on the computer me in ya in ya damn
3,0,3,0,1,prodsjewel_ sreadthepeace yungmindless peacepunkprince prince this is art nobody takin his bitch
3,0,1,2,2,quant of welfaregovernment aid is claimed by white people so yall black slander is trash now
3,0,3,0,1,quant these bitches dont care they just play that role
6,0,6,0,1,queen_kaaat it took a while for you to find me but i was hiding in the lime tree iemonaids dis bitch in da wrong tree bro
6,3,2,1,0,rtnba drakes new shoes that will be released by nikejordan yes theres glitter on the shoes dudes a fag
3,0,1,2,2,rachiesoul dizzleofficial inna di ghetto you alone lmaoo
3,0,1,2,2,ramboutit master_ tolife_ ramboutit hoes austin teach us austini teach u how to get curved thats all i know
3,1,2,0,1,reachtheeclimax bitches cant cook but know how to suck dick so to the ones that can do both
3,0,3,0,1,renegademo fat hoes get chose lol
3,0,3,0,1,riahsm hoesaintloyal well theyre hoesno one expects them to be loyal
3,0,3,0,1,rishaawilliams treshon_scrooge _nevertrustt ol bitch ass
3,1,2,0,1,rnadjorell bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
3,0,3,0,1,sactownprodigy just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you
3,0,3,0,1,samjlayman holy shit freddie highmore was in charlie and the chocolate factory me rolls on the floor laughing
3,1,2,0,1,samirahusic_ i dont want to have sex with my gf because i feel like im using her anonymous whata faggot
3,0,3,0,1,sexualgxfs one of your followers with this somebody bitch if you dont
3,0,3,0,1,shaa_jenkins if ya bitch always bitching clearly she care or just an annoying bitch
3,0,3,0,1,shantaughther these catfish hoes thinkin they slick but niggas catching on
3,0,3,0,1,shewenttojordan cant worry about a bitch that aint worried bout me real
3,0,3,0,1,showarrive side hoes are for insecure niggas that cant handle a real one
3,0,3,0,1,shun_stokes rt bluprint_ lmao this bitch come scooting in the tent like she about to fuck some shit up
3,0,3,0,1,shun_stokes my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers
3,0,3,0,1,slimgirl_probz im hungry but ionn wanna spend my money on foodbroke hoe problems
6,0,6,0,1,smeegbaby dese hoes be lyin to all of us nigga
3,0,3,0,1,snakecharmsdump oh yeah fuck that bitch
3,0,1,2,2,sportscenter eli manning just threw his nflleading th interception of the season lmao trash
3,0,1,2,2,sportscenter usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team hes a bitch
3,0,3,0,1,stellatex guess what i also have zero time for your mansplaining adios stfu pussy
3,0,1,2,2,stephenwildboy chilling sexy scally lad
3,0,3,0,1,strap__ i aint sharing no bitch if you mines you mines
3,0,3,0,1,sukmysweetness money only impress the simple broke bitches
3,0,2,1,1,sylvieamx pisces will never be anybodys bitch they dont let people control or change them rigghhht
3,0,1,2,2,tee_jonez stanleys kingcuh tuku ho idk blah blah blah
3,0,1,2,2,tee_jonez kingcuh stanleys im not mad cuh hahaha suure tuku ho ita
3,0,3,0,1,tayknosbest these hoes is crazy
3,0,3,0,1,taylorr_babee you aint ever gonna be a slice bitch kevin hart
3,0,3,0,1,thatniggatroy oomf so fuckin fine tho dam her dont be no bitch
3,1,2,0,1,thegamerkingkev i wonder if the girl that gave head to boys for a drink in magaluf has twitter she probly sends nudes for fags
3,0,3,0,1,thenewsat newsatquestions yeah bitch yeah bitch call me _______ a maybe b steveo c later d jesse pinkman machinegunkelly
3,0,3,0,1,thenymphotweets hickies in between her thighs right by her pussy gtgtgt its only right
3,0,3,0,1,theonemiss_luu would you still love me when im no longer young and beautiful no ugly monkey ass
3,1,2,0,1,therealrickyb jetsandaswisher gook____ yall come through the frontbitch i aint coming
3,1,2,0,1,therealrickyb jetsandaswisher faggot bitch
3,0,3,0,1,the_realist_sam madrid_ yea im on my ipad i dont work this friday lets ball this faggot up tropicalblanketi work
3,0,1,2,2,theo this scally lad would get it
3,2,1,0,0,theomaxximus gerryshalloweenparty halloween was yesterday stupid nigger
3,0,2,1,1,theomaxximus chrus still supahot tho walks up to teacher with test drops test in that bitch fohead
3,0,3,0,1,thornton kantkeepahbytch i love eating pussy lol i never get full lol i can eat that shit forever lol and ever
3,0,3,0,1,tmacc_gfg voiceofdstreetz tmacc_gfg tizzimarie no slushes hoes nasty anyway famthem hoes taste like meds
3,0,2,1,1,tmacc_gfg tizzimarie no slushes hoes nasty anyway fam
3,1,2,0,1,tmacc_gfg bobby bitchby bobbyshmurdags be getting me live as fuck hell yea i play that hoe before my workout
3,0,3,0,1,trelekidd yo bitch is gucci mane rt jabarithegreat my bitch a stoner
3,0,3,0,1,tweetgamelazy i can ride your bitch with no handle bars
3,0,3,0,1,tyjoncuffee and if you aint a hoe get up out my traphoussseeeee
3,0,0,3,2,uberfacts sad tv character deaths were still bitter over stark was the man
3,0,3,0,1,unholy_jack these harbor bitches are all party bus hoes lol all
3,0,3,0,1,vbomb woodchuck pussy love it
3,0,3,0,1,veronikahumbert ultraviolence video its coming you little bitch mtvhottest lana del rey bitchy promo
3,0,3,0,1,vineforthebyrd on my way to fuck your bitch lmfao kittycopter
3,0,0,3,2,wbur a smuggler explains how he helped fighters along the jihadi highway
3,0,3,0,1,wbeezy_ quathegreat aww their avis look so cute together do i gotta get ike avi on this bitch
3,0,3,0,1,wbeezy_ run_drc its simple dont be a hoedont worry about being exposed fight mewhy
3,0,3,0,1,wannabekanye whys this bitch boosting herself her size isnt exactly the most healthy tho
3,0,3,0,1,withaprettyface _nonlykeisha bet not be no bitches kim bye
3,0,3,0,1,x_xpdotjdot damn near gotta protect my tweets stalkers being annoying you got that dope dick drive these bitches loco
3,0,3,0,1,xojennygirl im making marack my girlfriend marackaf aye b you pullin hoes just like o taught you
3,1,2,0,1,xoxo__angiee bruno fag boy you love me
3,0,3,0,1,yehits_von run_drc i must be a bitch you are sike naw this why we always beefing
3,0,0,3,2,yankees down yankees look to rally in the bottom of the th rallycap
3,0,3,0,1,youngricooo wexicanafro dont take advantage of a nice person hoes everyjuan
3,1,2,0,1,youngricooo happy birthday bitch nigga wexicanafro thanks pal
3,0,3,0,1,youngricooo sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday
3,0,3,0,1,yungmigo shane_a cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca
3,0,3,0,1,zoebarton hrheyd ewww i said that last sundayas in the last sunday i was there read it again nigs
4,1,3,0,1,_bada_bing i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake
3,0,3,0,1,_beedontcare my pussy still fresh lt something stank girls say
4,0,4,0,1,_geewillikers_ ass slapping is one the greatest things haha i slapped a girl on the ass she got mad i aint get pussy for a week
3,0,3,0,1,_tommycollins wearerichnow buffalobills yeah texans are so much better you fucking retard i see that youre mad about this
3,1,2,0,1,__malibubarbie nd wtf is up with dark bitches with blonde please have several seats hoe looking like blackampmilds out here
4,0,4,0,1,__sugga theres a lane some bitches need to stay in the left n get right the fuck outta our face
3,0,3,0,1,__sneakyb i hate when boys deny that they have bitches smh
3,1,2,0,1,__taradise__ ya nigs out there still saying yall dont eat butt with a straight face
3,0,3,0,1,__yourewelcome im a boss ass bitch that needs to sit in a corner
3,0,3,0,1,_iwantfranny hes a hoe i cant
3,0,3,0,1,_prettyflvck me and paul thinkin bout gettin rentals for da weekend oooh shit bitches betta stay out da streets
6,0,6,0,1,_rapdreams bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story
3,1,2,0,1,_simplycaitlin why do my friends hate me because you a ratchet hoe
3,1,2,0,1,adriwadrri no love for these fuck niggas hoes
3,0,3,0,1,airmaxlad hot meat sexy as fuck scally lad i would love to meet him and his trainers
3,0,3,0,1,airmaxlad sniff perved up scally lad fuck yeah
3,0,3,0,1,alejandra_p these bitches love sosa
4,0,3,1,1,alexissixela__ white_thunduh i legit watched it for about or seconds so did i wtf prob cause were retarded smh
3,0,3,0,1,allisonnamaya_ what should i name my cat ideas mr pussy
3,0,2,1,1,altosteel woof woof sexy thug boy scally
3,0,3,0,1,ambitiousbree _nonlykeisha u see the damn phone ringing when you married bitches makes demands you havent called me
3,0,3,0,1,analicialouise tevin is my favorite sophomore i think hes so funny hes really not lmaoo hes a little hoe
3,0,3,0,1,angelenagoley sex positions this what u call fucking the soul outta bitch
3,2,1,0,0,ashlingwilde itsnotadam is bored supposed to be cute you faggot sometimes
3,0,0,3,2,ayyee_ceee_ one mans trash is another mans treasure
3,0,3,0,1,babineaux_ i dont got no type bad bitches is the only thing i like iongotnotype
3,2,1,0,0,bigbootybishopp white_thunduh lassen cc the coach wants me i feel it youll get more my nig no doubt
3,0,3,0,1,bleedingtrap god teeth gold chain white bitches cocaine
3,1,2,0,1,cheetahbluntz_ its me hoe its me hoe shhhhh
3,0,3,0,1,chieflottahoes in dc we call them rollers in chiraq we call them thots all across america they have been known as a hoe
3,0,3,0,1,clayton_jenn im gonna miss that bitch of a bus driverno you wont dont lie
3,0,3,0,1,coltfortygone hate when bitches try and put you in the friendzone bitch im tryin to score put me in the endzone on my soul
3,0,1,2,2,complex_uk ashley young has tried to deny that bird s landed in his mouth gt hahaha
3,0,3,0,1,datfullerkid trevaughnlg yall both gimped up aint tht a bitch huh lol
3,0,1,2,2,deepthroatmike boys_south take me for a ride woof woof
3,1,2,0,1,demi_eggleton oh my god i love victoria mitchell all my bitches love me
3,0,3,0,1,djsliime that long distance shit wack i knew the bitch was cheating uh oh
3,0,3,0,1,fiirting hes doing it right no bitches smh
3,0,3,0,1,fatboyswagg they ban dat pussy for life amp he gotta pay millon dollar fine
3,1,2,0,1,fuckcamoclark roses are red and violets are blue and niggers are black you know thats true dylan
3,0,0,3,2,grillaze sitting on my window sill window open bird tries to fly in smacked it protecttheanimals peta
3,0,3,0,1,glowstruck but a nigga gon be a nigga be a nigga you sound fuckin retarded
3,0,0,3,2,greggutfeld a video an entire media will likely mock i am such a crybaby
3,0,3,0,1,gurl_im_angie itskiaraaaa westyourmajesty im not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup
3,0,3,0,1,haitian__gold tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh
3,0,3,0,1,hazelebaby karma is a bitch damn godprotectshisangels sips tea
3,0,3,0,1,hornyjhb fuckin hot gym pussy fuck yeah
3,0,0,3,2,hxhassan jihadi patron hajjaj alajmi is arrested at kuwait airport
3,0,2,1,1,iampickuplines you can call me fireman cause i turn the hoes on
3,0,3,0,1,icrawley i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god
3,0,3,0,1,idntwearcondoms watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that
3,0,3,0,1,ilgdaily and smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded
3,0,0,3,2,itrapwatermelon tweety bird tho
3,0,3,0,1,irlfatty my pussy sweet like watermelon thotermelon
3,0,1,2,2,itscoleharmon_ when twitter rappers dm me their trash links
3,0,3,0,1,jsadass loud bitches annoy me
4,0,4,0,1,jacaxeltlu eventually every bitch turns into that hoe truuu
